 4430   Z88I5.TXT,via Z88G V12 NASTRAN
137588 +5.00000E+000 15239 15228 15277
137593 +5.00000E+000 15734 15735 16113
137673 +5.00000E+000 15974 16034 16033
137831 +5.00000E+000 16049 16050 16046
137836 +5.00000E+000 16111 16112 15014
137837 +5.00000E+000 16110 16109 15731
137842 +5.00000E+000 16112 16111 15733
137964 +5.00000E+000 15415 15410 15409
137973 +5.00000E+000 15032 16669 16670
138105 +5.00000E+000   693   690   692
138106 +5.00000E+000 15855 15899 15897
138111 +5.00000E+000 15899 15855 15856
138119 +5.00000E+000 15127 15388 15126
138120 +5.00000E+000 16580 16579 16583
138122 +5.00000E+000 16585 16583 16587
138127 +5.00000E+000 16580 16291 16579
138129 +5.00000E+000 16557 16293 16552
138185 +5.00000E+000 16450 16451 16453
138294 +5.00000E+000 16586 16631 16288
138298 +5.00000E+000 15521 15503 15502
138374 +5.00000E+000   578   571   577
138452 +5.00000E+000 15416 15410 15415
138453 +5.00000E+000 15410 15408 15407
138457 +5.00000E+000 16106 15728 16107
138464 +5.00000E+000 16107 15728 15729
138465 +5.00000E+000 15010 15011 15263
138467 +5.00000E+000 16108 16107 15729
138468 +5.00000E+000 16005 15731 15730
138469 +5.00000E+000 16470 16468 16469
138584 +5.00000E+000 16108 15010 16107
138587 +5.00000E+000 15533 15518 15532
138591 +5.00000E+000 16585 16290 16580
138594 +5.00000E+000 16580 16583 16585
138716 +5.00000E+000 15265 15010 15263
138718 +5.00000E+000 16106 16105 15728
138726 +5.00000E+000 16317 15746 16318
138763 +5.00000E+000 16682 15045 15044
138766 +5.00000E+000 16684 15046 15045
138788 +5.00000E+000   739   733   737
138954 +5.00000E+000 15400 15405 15398
138960 +5.00000E+000 15693 16082 16081
138961 +5.00000E+000 15704 15705 15693
138963 +5.00000E+000 15704 16637 15703
139017 +5.00000E+000   764   763   769
139020 +5.00000E+000   769   763   760
139100 +5.00000E+000 15005 15061 14982
139101 +5.00000E+000 15272 15006 15007
139101 +5.00000E+000 16103 15007 15006
139102 +5.00000E+000 15725 15724 15926
139103 +5.00000E+000 15271 15270 15269
139105 +5.00000E+000 15005 14982 15004
139113 +5.00000E+000 15724 15723 15926
139116 +5.00000E+000 15058 15057 15004
139304 +5.00000E+000 16056 15570 16077
139319 +5.00000E+000 15726 16104 16103
139322 +5.00000E+000 15725 15932 15726
139418 +5.00000E+000 15395 15168 15169
139420 +5.00000E+000 15389 15395 15169
139424 +5.00000E+000 15553 15554 15884
139425 +5.00000E+000 15884 15886 15882
139435 +5.00000E+000 16525 16567 16564
139533 +5.00000E+000 16171 16172 16169
139617 +5.00000E+000   341   342   844
139626 +5.00000E+000 15687 15685 15668
139639 +5.00000E+000 15055 15002 15056
139640 +5.00000E+000 16097 15000 16096
139642 +5.00000E+000 15897 15719 15852
139657 +5.00000E+000 16570 16576 16575
139790 +5.00000E+000   728   726   727
139866 +5.00000E+000 16633 16635 16631
139869 +5.00000E+000 15390 15385 15384
139870 +5.00000E+000 16633 16631 16589
139872 +5.00000E+000 15375 15369 15374
139874 +5.00000E+000 15390 15392 15393
139879 +5.00000E+000 16097 16098 15001
139907 +5.00000E+000 16415 16432 16414
140001 +5.00000E+000   769   327   328
140004 +5.00000E+000   642   632   644
140107 +5.00000E+000 16545 16548 16547
140211 +5.00000E+000   634   632   631
140213 +5.00000E+000   634   758   759
140214 +5.00000E+000   644   759   761
140251 +5.00000E+000 16049 15566 15567
140265 +5.00000E+000 16611 16612 16608
140266 +5.00000E+000 16611 16153 16152
140329 +5.00000E+000   739   243   244
140340 +5.00000E+000   802   843   837
140357 +5.00000E+000 14995 15305 15308
140362 +5.00000E+000 15307 15305 15304
140461 +5.00000E+000 16560 16565 16571
140479 +5.00000E+000   613   612   186
140640 +5.00000E+000 15879 15881 15842
140642 +5.00000E+000 16091 16092 14995
140643 +5.00000E+000 16091 16090 15713
140644 +5.00000E+000 15305 15307 15308
140649 +5.00000E+000 16573 16560 16571
140655 +5.00000E+000 16560 16556 16565
141015 +5.00000E+000 15715 15845 15716
141018 +5.00000E+000 16093 16092 15715
141019 +5.00000E+000 15304 15305 15295
141165 +5.00000E+000 16595 16597 16592
141256 +5.00000E+000 15531 15528 15530
141288 +5.00000E+000 15523 15529 15537
141292 +5.00000E+000 16088 16087 15710
141294 +5.00000E+000 15347 14990 14991
141509 +5.00000E+000 16055 15568 15569
141511 +5.00000E+000 15521 15537 15504
141512 +5.00000E+000 15530 15528 15525
141541 +5.00000E+000   703   702   705
141594 +5.00000E+000 15814 15812 15816
141596 +5.00000E+000 15878 15876 15874
141619 +5.00000E+000 16597 16595 16598
141631 +5.00000E+000   690   679   692
141633 +5.00000E+000   703   708   706
141703 +5.00000E+000 15597 15506 15598
141708 +5.00000E+000 14990 15347 15350
141831 +5.00000E+000 16611 16550 16549
141906 +5.00000E+000   832   864   826
141922 +5.00000E+000 16555 16557 16552
141924 +5.00000E+000 16557 16555 16559
141926 +5.00000E+000 16553 16555 16551
142038 +5.00000E+000 15536 15509 15508
142047 +5.00000E+000 14987 15363 14977
142124 +5.00000E+000 15869 15866 15863
142213 +5.00000E+000 15772 15768 15770
142220 +5.00000E+000 15516 16144 16123
142221 +5.00000E+000 15532 15500 15512
142290 +5.00000E+000 15739 16368 16367
142317 +5.00000E+000 16121 16138 16120
142327 +5.00000E+000 15861 15864 15863
142355 +5.00000E+000   693   696   691
142356 +5.00000E+000 15899 15856 15900
142416 +5.00000E+000 15534 15535 15526
142417 +5.00000E+000 15536 15530 15527
142421 +5.00000E+000 15509 15535 15510
142426 +5.00000E+000 15525 15527 15530
142427 +5.00000E+000 15516 15500 15532
142437 +5.00000E+000 15884 15883 15553
142501 +5.00000E+000 16550 16611 16608
142595 +5.00000E+000 16135 16137 16138
142604 +5.00000E+000 16129 16135 16130
142610 +5.00000E+000 15650 15652 15648
142626 +5.00000E+000 15525 15524 15527
142627 +5.00000E+000 15520 15522 15523
142655 +5.00000E+000   819   822   820
142754 +5.00000E+000 15527 15526 15535
142957 +5.00000E+000   345   858   847
142968 +5.00000E+000   719   878   879
142972 +5.00000E+000 15528 15531 15529
142979 +5.00000E+000 15501 15524 15525
142980 +5.00000E+000 15527 15524 15526
142990 +5.00000E+000   537   551   554
143031 +5.00000E+000   683   688   686
143053 +5.00000E+000   317   618   316
143094 +5.00000E+000   720   723   721
143112 +5.00000E+000 16545 16524 16541
143113 +5.00000E+000 16545 16547 16524
143159 +5.00000E+000   614   395   394
143191 +5.00000E+000 16422 16304 16305
143192 +5.00000E+000   491   496   494
143222 +5.00000E+000 16144 16128 16130
143229 +5.00000E+000 16140 16116 16117
143387 +5.00000E+000 15854 15850 15859
143399 +5.00000E+000 16080 15017 16114
143402 +5.00000E+000 16200 16195 16202
143403 +5.00000E+000 16198 16202 16195
143414 +5.00000E+000   729   734   730
143417 +5.00000E+000   727   608   729
143462 +5.00000E+000 16654 16655 15018
143471 +5.00000E+000   825   822   828
143557 +5.00000E+000 15340 15339 15403
143561 +5.00000E+000 16451 16455 16453
143567 +5.00000E+000 15642 15641 15636
143568 +5.00000E+000 15631 15632 15637
143569 +5.00000E+000 15632 15630 15629
143669 +5.00000E+000 16452 16456 16433
143672 +5.00000E+000 16450 16453 16452
143709 +5.00000E+000   669   670   349
143711 +5.00000E+000   678   680   681
143758 +5.00000E+000 15517 15526 15524
143759 +5.00000E+000 15501 15525 15522
143775 +5.00000E+000 15519 15526 15517
143782 +5.00000E+000 16108 16109 15012
143816 +5.00000E+000   620   622   623
143817 +5.00000E+000   628   630   633
143857 +5.00000E+000 16109 16110 15012
143879 +5.00000E+000   607   608   601
143997 +5.00000E+000 15818 15823 15713
144082 +5.00000E+000   724   250   251
144094 +5.00000E+000   669   350   668
144162 +5.00000E+000 15514 15518 15517
144164 +5.00000E+000 15534 15526 15519
144169 +5.00000E+000 15008 15007 16104
144169 +5.00000E+000 15008 15270 15007
144199 +5.00000E+000   350   351   668
144246 +5.00000E+000 16105 15008 16104
144268 +5.00000E+000 15913 15914 15916
144296 +5.00000E+000   664   663   666
144300 +5.00000E+000 15928 15939 15930
144458 +5.00000E+000 16099 16098 15721
144511 +5.00000E+000 15467 15466 15154
144548 +5.00000E+000 16495 16498 16497
144562 +5.00000E+000 16397 16402 16408
144581 +5.00000E+000 16626 16625 16622
144586 +5.00000E+000 16628 16647 16627
144594 +5.00000E+000   663   658   657
144596 +5.00000E+000   658   676   656
144597 +5.00000E+000 15930 15929 15927
144640 +5.00000E+000 15294 15295 14997
144644 +5.00000E+000 15292 15050 15294
144746 +5.00000E+000 16601 16590 16588
144747 +5.00000E+000 16590 16587 16588
144774 +5.00000E+000 15532 15515 15516
144778 +5.00000E+000 15520 15523 15521
144790 +5.00000E+000 15844 15842 15881
144868 +5.00000E+000 16142 16119 16143
144869 +5.00000E+000 16130 16136 16144
144875 +5.00000E+000 16132 15513 16131
144936 +5.00000E+000 16529 16530 16533
144937 +5.00000E+000 16530 16528 16532
144938 +5.00000E+000 16530 16527 16528
144942 +5.00000E+000 15959 15960 15962
144966 +5.00000E+000   357   706   707
144993 +5.00000E+000   660   654   659
144999 +5.00000E+000   653   641   647
145044 +5.00000E+000 15310 15309 15312
145102 +5.00000E+000   843   341   844
145139 +5.00000E+000   714   711   863
145167 +5.00000E+000   754   755   217
145187 +5.00000E+000 15961 15959 15962
145215 +5.00000E+000 16628 16626 16630
145242 +5.00000E+000   663   665   666
145243 +5.00000E+000   646   643   648
145298 +5.00000E+000 16510 16553 16509
145299 +5.00000E+000 16508 16519 16521
145300 +5.00000E+000   568   567   573
145302 +5.00000E+000   574   568   573
145313 +5.00000E+000 15839 15840 15857
145322 +5.00000E+000 16106 15010 15009
145322 +5.00000E+000 15265 15009 15010
145328 +5.00000E+000 16381 16386 16383
145345 +5.00000E+000   642   645   643
145346 +5.00000E+000   643   646   640
145387 +5.00000E+000   474   274   473
145442 +5.00000E+000   711   709   708
145481 +5.00000E+000 16525 16523 16526
145482 +5.00000E+000 16522 16525 16564
145541 +5.00000E+000 16100 15003 16099
145581 +5.00000E+000   639   458   638
145622 +5.00000E+000 15534 15510 15535
145627 +5.00000E+000 15519 15518 15533
145684 +5.00000E+000 16514 16520 16519
145687 +5.00000E+000 16522 16520 16525
145761 +5.00000E+000 15834 15813 15873
145762 +5.00000E+000 15739 16075 16076
145764 +5.00000E+000 15739 15738 16368
145860 +5.00000E+000 16095 16094 15717
145862 +5.00000E+000 15291 14980 15049
145863 +5.00000E+000 15053 14980 15291
146002 +5.00000E+000 16090 16091 14995
146004 +5.00000E+000 15712 15818 15713
146006 +5.00000E+000 15308 15310 15313
146126 +5.00000E+000   699   698   701
146128 +5.00000E+000   699   696   693
146129 +5.00000E+000   699   693   698
146224 +5.00000E+000 15829 15830 15832
146226 +5.00000E+000 15829 15832 15831
146228 +5.00000E+000 15829 15791 15830
146232 +5.00000E+000 16085 16086 14990
146238 +5.00000E+000 16515 16498 16516
146240 +5.00000E+000 16498 16515 16497
146425 +5.00000E+000 15022 15290 15289
146471 +5.00000E+000 16335 16329 16330
146475 +5.00000E+000 16367 16370 16336
146508 +5.00000E+000 15592 15505 15597
146512 +5.00000E+000 16139 15499 16116
146518 +5.00000E+000 16395 16416 16307
146562 +5.00000E+000 16472 16475 16477
146654 +5.00000E+000 15824 15827 15845
146658 +5.00000E+000 15845 15715 15824
146659 +5.00000E+000 15714 15715 16092
146667 +5.00000E+000 16521 16522 16563
146793 +5.00000E+000 15683 15512 15684
146797 +5.00000E+000 15692 15512 15500
147033 +5.00000E+000 15819 15820 15822
147034 +5.00000E+000 15330 15329 15332
147035 +5.00000E+000 15329 15330 15312
147056 +5.00000E+000   689   686   688
147057 +5.00000E+000   689   808   700
147098 +5.00000E+000 15018 15280 15279
147106 +5.00000E+000 16505 16503 16507
147107 +5.00000E+000 16509 16505 16507
147184 +5.00000E+000 15668 15671 15687
147191 +5.00000E+000 15687 15576 15577
147194 +5.00000E+000 15779 15776 15777
147257 +5.00000E+000 16500 16299 16499
147259 +5.00000E+000 16296 16506 16295
147528 +5.00000E+000 15667 15669 15671
147542 +5.00000E+000 15036 15378 15110
147545 +5.00000E+000 15111 15036 15110
147654 +5.00000E+000 16292 16579 16291
147700 +5.00000E+000 15682 15681 15679
147713 +5.00000E+000   658   664   676
147716 +5.00000E+000   674   668   667
147762 +5.00000E+000 15446 15476 15474
147771 +5.00000E+000 15804 15547 15809
147834 +5.00000E+000 15711 15817 15712
147836 +5.00000E+000 15711 16089 16088
147841 +5.00000E+000 16490 16495 16489
147842 +5.00000E+000 16495 16492 16489
147843 +5.00000E+000 16495 16497 16492
147892 +5.00000E+000 16106 16107 15010
147894 +5.00000E+000 15803 15804 15800
147897 +5.00000E+000 15803 15547 15804
147923 +5.00000E+000   592   595   598
147928 +5.00000E+000   598   595   600
147929 +5.00000E+000   598   601   599
148002 +5.00000E+000 15157 15471 15156
148010 +5.00000E+000 16496 16490 16529
148011 +5.00000E+000 16495 16490 16496
148015 +5.00000E+000 16490 16487 16488
148116 +5.00000E+000 15684 15682 15680
148120 +5.00000E+000 16084 16083 15706
148259 +5.00000E+000 16472 16302 16471
148261 +5.00000E+000 16472 16477 16301
148263 +5.00000E+000 16302 16301 16670
148266 +5.00000E+000 16501 16482 16502
148315 +5.00000E+000 15260 15254 15259
148443 +5.00000E+000 15672 15681 15689
148444 +5.00000E+000 15672 15671 15669
148446 +5.00000E+000 15672 15689 15688
148448 +5.00000E+000 15799 15796 15797
148449 +5.00000E+000 15799 15801 15765
148471 +5.00000E+000   588   255   256
148512 +5.00000E+000 16485 16474 16483
148513 +5.00000E+000 16491 16480 16485
148522 +5.00000E+000 16455 16454 16163
148523 +5.00000E+000 16455 16460 16457
148652 +5.00000E+000 16476 16480 16479
148693 +5.00000E+000   669   349   350
148697 +5.00000E+000   678   669   675
148788 +5.00000E+000 15462 15461 15464
148790 +5.00000E+000 15440 15461 15462
148791 +5.00000E+000 15461 15458 15463
148792 +5.00000E+000 15667 15666 15665
148793 +5.00000E+000 15669 15667 15663
148796 +5.00000E+000 15794 15795 15833
148797 +5.00000E+000 15791 15794 15830
148857 +5.00000E+000   580   579   583
148955 +5.00000E+000 15789 15794 15791
148956 +5.00000E+000 15789 15788 15783
148977 +5.00000E+000   584   596   594
149080 +5.00000E+000 16475 16471 16473
149081 +5.00000E+000 16475 16472 16471
149125 +5.00000E+000 15456 15473 15479
149155 +5.00000E+000   579   580   577
149209 +5.00000E+000   779   777   776
149212 +5.00000E+000 15934 15933 15930
149340 +5.00000E+000 15767 15785 15784
149363 +5.00000E+000   657   654   660
149367 +5.00000E+000   575   581   576
149399 +5.00000E+000 16465 16470 16528
149409 +5.00000E+000 15383 15046 15382
149412 +5.00000E+000 16685 16684 16288
149413 +5.00000E+000 16288 16289 16586
149477 +5.00000E+000 15452 15451 15468
149481 +5.00000E+000 15449 15451 15452
149532 +5.00000E+000 15657 15564 15639
149535 +5.00000E+000 15657 15660 15658
149597 +5.00000E+000 15230 15212 15209
149604 +5.00000E+000 15635 15632 15629
149655 +5.00000E+000 16464 16465 16527
149656 +5.00000E+000 16465 16468 16470
149658 +5.00000E+000 16468 16465 16463
149720 +5.00000E+000 15041 15380 15105
149739 +5.00000E+000 15616 15625 15634
149782 +5.00000E+000 16650 16649 16647
149794 +5.00000E+000   649   646   648
149796 +5.00000E+000   649   647   646
149886 +5.00000E+000 15709 15710 16087
150026 +5.00000E+000 15752 15749 15753
150032 +5.00000E+000 16455 16451 16454
150035 +5.00000E+000 16455 16457 16453
150040 +5.00000E+000 15378 15036 15037
150040 +5.00000E+000 16674 15037 15036
150041 +5.00000E+000 16674 16298 16675
150043 +5.00000E+000 15035 15036 15111
150044 +5.00000E+000 16298 16299 16500
150045 +5.00000E+000 16673 16298 16674
150089 +5.00000E+000 15708 15709 16086
150092 +5.00000E+000 15774 15769 15772
150105 +5.00000E+000 16599 16600 16602
150107 +5.00000E+000 16602 16605 16640
150285 +5.00000E+000 15864 15862 15887
150345 +5.00000E+000 15647 15648 15651
150346 +5.00000E+000 15647 15634 15645
150352 +5.00000E+000 16303 16471 16302
150354 +5.00000E+000 15031 15117 15030
150396 +5.00000E+000 15436 15433 15435
150397 +5.00000E+000 15641 15642 15644
150399 +5.00000E+000 15642 15647 15651
150416 +5.00000E+000   639   638   642
150472 +5.00000E+000   543   542   545
150527 +5.00000E+000 15761 15764 15766
150568 +5.00000E+000   363   720   364
150575 +5.00000E+000   721   364   720
150632 +5.00000E+000 15203 15205 15208
150636 +5.00000E+000 15759 15796 15765
150640 +5.00000E+000 15799 15800 15802
150694 +5.00000E+000 15027 15028 15120
150746 +5.00000E+000 15426 15431 15429
150748 +5.00000E+000 15771 15755 15762
150756 +5.00000E+000 15516 16128 16144
150761 +5.00000E+000 16144 16136 16122
150764 +5.00000E+000 15519 15517 15518
150827 +5.00000E+000 16667 16666 16305
150829 +5.00000E+000 15122 15026 15121
150969 +5.00000E+000 15355 15358 15352
150970 +5.00000E+000 15755 15771 15770
150984 +5.00000E+000   321   629   627
151106 +5.00000E+000 15754 15751 15750
151112 +5.00000E+000 15528 15522 15525
151122 +5.00000E+000 15540 15499 15592
151123 +5.00000E+000 16125 16139 16140
151132 +5.00000E+000 15290 15022 15023
151157 +5.00000E+000   426   528   425
151284 +5.00000E+000   625   624   455
151318 +5.00000E+000 15287 15021 15288
151321 +5.00000E+000 16659 16658 16313
151362 +5.00000E+000 16124 16131 15498
151371 +5.00000E+000 16443 16442 16440
151425 +5.00000E+000 16278 16147 16261
151443 +5.00000E+000 15993 15952 15994
151473 +5.00000E+000 15441 15430 15443
151474 +5.00000E+000 15441 15442 15373
151485 +5.00000E+000 15501 16124 15498
151488 +5.00000E+000 16126 16141 16133
151489 +5.00000E+000 16133 16141 16142
151492 +5.00000E+000 15502 15501 15520
151502 +5.00000E+000 16120 16137 16143
151503 +5.00000E+000 15521 15502 15520
151512 +5.00000E+000 16132 16134 16137
151528 +5.00000E+000 15746 16317 15694
151530 +5.00000E+000 15280 15243 15279
151555 +5.00000E+000   618   619   620
151557 +5.00000E+000   619   318   319
151606 +5.00000E+000 16041 16042 16045
151622 +5.00000E+000 16142 16134 16133
151626 +5.00000E+000 16139 15503 15504
151636 +5.00000E+000 15758 15764 15761
151641 +5.00000E+000 15759 15765 15764
151660 +5.00000E+000 15621 15507 15622
151661 +5.00000E+000 16273 16277 16275
151666 +5.00000E+000 15531 15506 15529
151730 +5.00000E+000 15622 15507 15627
151748 +5.00000E+000 16127 16128 15514
151756 +5.00000E+000 16543 16155 16544
151783 +5.00000E+000 15439 15436 15458
151786 +5.00000E+000 16135 16138 16136
151792 +5.00000E+000 16131 16133 16134
151887 +5.00000E+000 16128 16127 16130
151889 +5.00000E+000 16132 16129 15513
151903 +5.00000E+000   610   614   394
151904 +5.00000E+000   610   609   614
151920 +5.00000E+000 16129 16127 15513
151925 +5.00000E+000 15514 16128 15515
151984 +5.00000E+000 16430 16428 16431
152035 +5.00000E+000 16130 16127 16129
152054 +5.00000E+000   598   600   601
152092 +5.00000E+000 15401 15411 15405
152094 +5.00000E+000 15595 15617 15604
152095 +5.00000E+000 16443 16440 16441
152124 +5.00000E+000 15777 15782 15788
152158 +5.00000E+000 16043 16044 16040
152161 +5.00000E+000 16124 16126 16133
152166 +5.00000E+000 16124 16133 16131
152173 +5.00000E+000 16124 15502 16125
152271 +5.00000E+000   584   589   580
152281 +5.00000E+000   590   595   592
152328 +5.00000E+000 15804 15809 15806
152334 +5.00000E+000 15181 15175 15172
152349 +5.00000E+000   605   603   602
152350 +5.00000E+000 16293 16558 16292
152379 +5.00000E+000 16515 16512 16497
152409 +5.00000E+000 15768 15769 15708
152422 +5.00000E+000 14986 15381 15043
152440 +5.00000E+000 16602 16640 16639
152462 +5.00000E+000 16132 16135 16129
152475 +5.00000E+000 15779 15790 15820
152476 +5.00000E+000 15340 15337 15339
152479 +5.00000E+000 15791 15829 15790
152530 +5.00000E+000 15922 15916 15955
152640 +5.00000E+000 16646 16645 16643
152658 +5.00000E+000   638   626   632
152691 +5.00000E+000 16629 16630 16626
152699 +5.00000E+000 16146 16278 16279
152772 +5.00000E+000   688   683   685
152774 +5.00000E+000   663   664   658
152828 +5.00000E+000 15945 15934 15939
152829 +5.00000E+000 15934 15945 15947
152846 +5.00000E+000 15815 15810 15549
152849 +5.00000E+000 15809 15548 15549
152866 +5.00000E+000 15191 15194 15189
152868 +5.00000E+000 15255 15194 15252
152869 +5.00000E+000 15984 15987 16005
152952 +5.00000E+000 15707 16084 15706
153029 +5.00000E+000 15185 15215 15213
153038 +5.00000E+000   625   621   623
153040 +5.00000E+000   621   620   623
153089 +5.00000E+000 16684 16289 16288
153107 +5.00000E+000   652   657   655
153115 +5.00000E+000   654   652   651
153340 +5.00000E+000 15859 15850 15848
153341 +5.00000E+000   709   707   708
153358 +5.00000E+000 16555 16553 16556
153382 +5.00000E+000 15743 16320 15744
153397 +5.00000E+000 15935 15932 15931
153453 +5.00000E+000 15741 16328 15742
153482 +5.00000E+000   546   543   548
153483 +5.00000E+000   545   557   548
153490 +5.00000E+000 16495 16496 16498
153542 +5.00000E+000   871   876   874
153629 +5.00000E+000 15864 15861 15862
153711 +5.00000E+000 15390 15391 15385
153788 +5.00000E+000 15234 15066 15067
153961 +5.00000E+000 16515 16517 16512
154013 +5.00000E+000 16560 16573 16562
154110 +5.00000E+000 16575 16569 16570
154160 +5.00000E+000 16620 16618 16623
154161 +5.00000E+000 16148 16259 16147
154194 +5.00000E+000   785   784   787
154342 +5.00000E+000 15957 15958 15954
154385 +5.00000E+000 15786 15789 15783
154494 +5.00000E+000 16331 16327 16328
154495 +5.00000E+000 16331 16334 16333
154535 +5.00000E+000 15923 15924 15941
154706 +5.00000E+000 15896 15894 15892
154869 +5.00000E+000   868   871   874
154872 +5.00000E+000   865   870   871
154908 +5.00000E+000   718   716   713
155103 +5.00000E+000 16197 16188 16210
155152 +5.00000E+000 15970 15975 15972
155298 +5.00000E+000 15377 15446 15392
155299 +5.00000E+000 16638 15702 15703
155347 +5.00000E+000 16520 16522 16519
155544 +5.00000E+000 15382 15047 15367
156006 +5.00000E+000 16269 16267 16271
156007 +5.00000E+000 16276 16277 16273
156008 +5.00000E+000 16249 16270 16267
156552 +5.00000E+000 15677 15678 15674
156557 +5.00000E+000 15674 15678 15676
156618 +5.00000E+000 16575 16578 16577
156757 +5.00000E+000 16070 16072 16069
156761 +5.00000E+000 16066 16068 16065
156796 +5.00000E+000 15648 15647 15645
156804 +5.00000E+000 15620 15619 15617
157049 +5.00000E+000 15671 15672 15688
157190 +5.00000E+000   669   678   670
157226 +5.00000E+000 16333 16334 16351
157334 +5.00000E+000 15304 15296 15306
157390 +5.00000E+000 16114 15735 15736
157552 +5.00000E+000 15883 15880 15878
157712 +5.00000E+000   598   599   593
157725 +5.00000E+000   650   653   651
157729 +5.00000E+000   641   653   650
157811 +5.00000E+000   549   548   560
157829 +5.00000E+000   784   778   773
158284 +5.00000E+000 15072 15207 15071
158431 +5.00000E+000   753   750   752
158439 +5.00000E+000 15141 15399 15140
158588 +5.00000E+000 16211 16214 16215
158691 +5.00000E+000   623   622   627
158699 +5.00000E+000 16230 16155 16224
159150 +5.00000E+000 16098 15720 15721
159339 +5.00000E+000   578   587   572
159531 +5.00000E+000   424   425   513
159616 +5.00000E+000 15816 15877 15874
159618 +5.00000E+000 15880 15876 15878
159721 +5.00000E+000 15239 15226 15228
159729 +5.00000E+000 16110 15731 15732
159794 +5.00000E+000 16139 15504 15499
160819 +5.00000E+000   739   737   740
161601 +5.00000E+000 16622 16620 16624
161620 +5.00000E+000 16267 16266 16247
161763 +5.00000E+000 15036 16673 16674
161829 +5.00000E+000 16492 16494 16491
161830 +5.00000E+000 16511 16494 16512
161941 +5.00000E+000   736   733   732
162048 +5.00000E+000   613   609   612
162113 +5.00000E+000 15582 15579 15584
162127 +5.00000E+000 15729 15983 15984
162134 +5.00000E+000 16231 16230 16233
162251 +5.00000E+000 16241 16243 16245
162387 +5.00000E+000 16437 16439 16436
162469 +5.00000E+000 16342 16353 16344
162606 +5.00000E+000   390   741   738
162874 +5.00000E+000 16120 16119 16243
162894 +5.00000E+000 15658 15566 15565
163395 +5.00000E+000 15759 15764 15758
163490 +5.00000E+000 15470 15467 15156
163677 +5.00000E+000 16137 16135 16132
163989 +5.00000E+000 16475 16473 16476
164102 +5.00000E+000   797   794   796
164181 +5.00000E+000 15395 15394 15168
164268 +5.00000E+000 16146 16279 16145
164673 +5.00000E+000   552   497   409
164787 +5.00000E+000 15716 16093 15715
165479 +5.00000E+000   589   590   587
165665 +5.00000E+000 15741 16068 16071
165993 +5.00000E+000   637   636   656
166250 +5.00000E+000 16224 16155 16156
166671 +5.00000E+000 15620 15618 15622
166763 +5.00000E+000 15531 15530 15508
166857 +5.00000E+000 16669 16668 16303
167026 +5.00000E+000   599   724   593
167246 +5.00000E+000 16389 16309 16310
167253 +5.00000E+000   496   493   499
167347 +5.00000E+000 16311 16388 16310
167842 +5.00000E+000 16430 16421 16419
167848 +5.00000E+000 16353 16342 16351
167998 +5.00000E+000 16138 16137 16120
168223 +5.00000E+000 16592 16591 16574
168954 +5.00000E+000 15737 16170 16369
169332 +5.00000E+000 16082 15693 15705
169334 +5.00000E+000 15366 15369 15367
169626 +5.00000E+000 15964 15963 15969
169655 +5.00000E+000 15726 16103 15725
169856 +5.00000E+000   611   606   605
170113 +5.00000E+000   609   613   614
170289 +5.00000E+000 15969 15560 15561
170530 +5.00000E+000 15719 16097 16096
170531 +5.00000E+000 16095 15717 15718
170675 +5.00000E+000 15543 15544 16281
171524 +5.00000E+000   846   856   850
171652 +5.00000E+000   738   736   391
172349 +5.00000E+000 16178 16166 16176
173137 +5.00000E+000 16501 16502 16504
173449 +5.00000E+000 16669 16303 16302
173560 +5.00000E+000 15706 15750 15751
173605 +5.00000E+000 16003 16001 16004
174686 +5.00000E+000 15758 15761 15757
174809 +5.00000E+000   536   535   538
175150 +5.00000E+000 16037 15564 16038
175181 +5.00000E+000 16156 16157 16224
175555 +5.00000E+000 16128 15516 15515
175558 +5.00000E+000 16143 16137 16134
176793 +5.00000E+000   746   747   366
177147 +5.00000E+000 15662 15664 15661
177149 +5.00000E+000 15664 15669 15663
177369 +5.00000E+000 15581 15587 15586
177402 +5.00000E+000 15720 16098 16097
177798 +5.00000E+000   492   493   490
177934 +5.00000E+000 15815 15549 15550
177938 +5.00000E+000 15551 15816 15550
178227 +5.00000E+000 16258 16259 16149
178587 +5.00000E+000 16163 16195 16162
178713 +5.00000E+000 16632 16287 16631
178732 +5.00000E+000 16054 16074 16073
178747 +5.00000E+000   517   430   518
178928 +5.00000E+000 15537 15521 15523
180095 +5.00000E+000 16057 15734 16012
180177 +5.00000E+000 15774 15710 15709
180635 +5.00000E+000 16301 16477 16300
180768 +5.00000E+000 15516 16123 15500
181353 +5.00000E+000 16380 16167 16381
181439 +5.00000E+000   726   728   731
181686 +5.00000E+000 15504 15503 15521
182094 +5.00000E+000   435   299   300
182384 +5.00000E+000 15270 15265 15262
183413 +5.00000E+000   794   787   786
184260 +5.00000E+000 15000 15053 15291
184307 +5.00000E+000 15240 15239 15278
184429 +5.00000E+000 15657 15661 15663
184440 +5.00000E+000   831   832   826
184589 +5.00000E+000   344   847   845
184630 +5.00000E+000 16369 16371 16368
185066 +5.00000E+000 15724 16102 16101
185067 +5.00000E+000 15005 16101 16102
185470 +5.00000E+000 16603 16600 16597
185704 +5.00000E+000 16505 16506 16297
186371 +5.00000E+000 15140 15397 15324
187102 +5.00000E+000   542   543   540
187637 +5.00000E+000 15723 16100 15722
187642 +5.00000E+000 16100 15723 16101
187793 +5.00000E+000 15748 15747 15703
